period,cave,num,name,cat1,cat2.1,cat2.2,,path,allhex,HEX1,HEX2,HEX3,HEX4,HEX5,COLOR1,COLOR2,COLOR3,COLOR4,COLOR5,Murals images
Middle Tang Dynasty,199,62,1-观音 大势至菩萨,佛像画Buddhist painting,Buddhism,,86,"../public/3zt/62 1-观音 大势至菩萨.jpeg',","#b8a594,#937561,#d6cdc4,#8d573f,#5e4c47",#b8a594,#937561,#d6cdc4,#8d573f,#5e4c47,,,,,,
Middle Tang Dynasty,199,63,2-菩萨,佛像画Buddhist painting,Buddhism,,87,"../public/3zt/63 2-菩萨.jpeg',","#e7dacd,#2e211e,#6c736a,#b9a695,#9b6e58",#e7dacd,#2e211e,#6c736a,#b9a695,#9b6e58,,,,,,
Middle Tang Dynasty,201,64,1-观无量寿经变,经变画 Buddhist Sutra Art,Buddhism,,95,"../public/3zt/64 1-观无量寿经变.jpeg',","#7e827c,#7c5a4f,#cdbdb0,#443f41,#b58e77",#7e827c,#7c5a4f,#cdbdb0,#443f41,#b58e77,,,,,,
Middle Tang Dynasty,201,65,2-观无量寿经变之大势至,佛像画Buddhist painting,Buddhism,,88,"../public/3zt/65 2-观无量寿经变之大势至.jpeg',","#b68f76,#3e2e34,#874d3f,#d2c5b0,#797b77",#b68f76,#3e2e34,#874d3f,#d2c5b0,#797b77,,,,,,
Middle Tang Dynasty,201,66,3-之思维菩萨,佛像画Buddhist painting,Buddhism,,89,"../public/3zt/66 3-之思维菩萨.jpeg',","#7b8882,#8b5646,#bab1a4,#413739,#b68f60",#7b8882,#8b5646,#bab1a4,#413739,#b68f60,,,,,,
Middle Tang Dynasty,201,67,4-观无量寿经变之乐队,经变画 Buddhist Sutra Art,Music,Buddhism ,96,"../public/3zt/67 4-观无量寿经变之乐队.jpeg',","#8b776e,#b6a390,#58423f,#a66d51,#dacdbb",#8b776e,#b6a390,#58423f,#a66d51,#dacdbb,,,,,,
Middle Tang Dynasty,201,68,5-观无量寿经变之听法菩萨,佛像画Buddhist painting,Buddhism,,90,"../public/3zt/68 5-观无量寿经变之听法菩萨.jpeg',","#717873,#ad9383,#845745,#473737,#acb2ac",#717873,#ad9383,#845745,#473737,#acb2ac,,,,,,
Middle Tang Dynasty,201,69,6-藻井,装饰图案画Decorative pattern painting,Zaojing Pattern,,10,"../public/3zt/69 6-藻井.jpeg',","#a96b52,#b4947c,#79846d,#765049,#dcc4a8",#a96b52,#b4947c,#79846d,#765049,#dcc4a8,,,,,,
Middle Tang Dynasty,201,70,7-穹顶图案,装饰图案画Decorative pattern painting,Zaojing Pattern,,11,"../public/3zt/70 7-穹顶图案.jpeg',","#decfc2,#3c2b2d,#87513e,#67735d,#b89a7e",#decfc2,#3c2b2d,#87513e,#67735d,#b89a7e,,,,,,
Middle Tang Dynasty,202,71,1-弥勒经变,经变画 Buddhist Sutra Art,Buddhism,,97,"../public/3zt/71 1-弥勒经变.jpeg',","#b8a495,#65756a,#a46b55,#603b33,#d3cdc9",#b8a495,#65756a,#a46b55,#603b33,#d3cdc9,,,,,,
Middle Tang Dynasty,202,72,2-梵摩波提回宫,故事画 Story painting,Buddhism,Life,82,"../public/3zt/72 2-梵摩波提回宫.jpeg',","#b1a895,#832a22,#3a4772,#d5cfc2,#55796e",#b1a895,#832a22,#3a4772,#d5cfc2,#55796e,,,,,,
Middle Tang Dynasty,202,73,3-十方诸佛赴会,佛像画Buddhist painting,Buddhism,,91,"../public/3zt/73 3-十方诸佛赴会.jpeg',","#b29e8a,#976a4f,#d5c9ba,#6d7763,#5e332a",#b29e8a,#976a4f,#d5c9ba,#6d7763,#5e332a,,,,,,
Middle Tang Dynasty,205,74,1-弥勒降生,故事画 Story painting,Life,Buddhism ,83,"../public/3zt/74 1-弥勒降生.jpeg',","#d6d1c1,#486d5d,#863f2e,#a4a492,#382120",#d6d1c1,#486d5d,#863f2e,#a4a492,#382120,,,,,,
Middle Tang Dynasty,205,75,2-一种七收,故事画 Story painting,Life,,84,"../public/3zt/75 2-一种七收.jpeg',","#d0cfc1,#9e4f30,#24191b,#4b796f,#cd9774",#d0cfc1,#9e4f30,#24191b,#4b796f,#cd9774,,,,,,
Middle Tang Dynasty,205,76,3-文殊,佛像画Buddhist painting,Buddhism,,92,"../public/3zt/76 3-文殊.jpeg',","#dbd5c8,#682d29,#4f705e,#baac92,#a06449",#dbd5c8,#682d29,#4f705e,#baac92,#a06449,,,,,,
Middle Tang Dynasty,205,77,4-普贤,佛像画Buddhist painting,Buddhism,,93,"../public/3zt/77 4-普贤.jpeg',","#e1d2c5,#65312a,#b1997e,#5a6851,#9d553f",#e1d2c5,#65312a,#b1997e,#5a6851,#9d553f,,,,,,
Middle Tang Dynasty,237,78,1-吐蕃赞普礼佛图,故事画 Story painting,Politics/History,Buddhism ,85,"../public/3zt/78 1-吐蕃赞普礼佛图.jpeg',","#b0a694,#9c7b67,#d2c8b8,#675348,#879a93",#b0a694,#9c7b67,#d2c8b8,#675348,#879a93,,,,,,
Middle Tang Dynasty,237,79,2-西壁龛内盝顶西披 双头瑞像,佛像画Buddhist painting,Buddhism,,94,"../public/3zt/79 2-西壁龛内盝顶西披 双头瑞像.jpeg',","#b08e68,#64a685,#8c5a42,#b6ae9a,#686463",#b08e68,#64a685,#8c5a42,#b6ae9a,#686463,,,,,,
Middle Tang Dynasty,237,80,3-天请问经变,经变画 Buddhist Sutra Art,Buddhism,,98,"../public/3zt/80 3-天请问经变.jpeg',","#769990,#8c6f65,#cabdaa,#47393c,#7b8caf",#769990,#8c6f65,#cabdaa,#47393c,#7b8caf,,,,,,
Middle Tang Dynasty,360,81,1-维摩诘经变之佛国图,经变画 Buddhist Sutra Art,Buddhism,,99,"../public/3zt/81 1-维摩诘经变之佛国图.jpeg',","#d9cec4,#674946,#60816c,#ad9686,#8b4d40",#d9cec4,#674946,#60816c,#ad9686,#8b4d40,,,,,,
Middle Tang Dynasty,360,82,2-天女,,Buddhism,,,"../public/3zt/82 2-天女.jpeg',","#ab866d,#934e3e,#657b6b,#553b36,#d1c2b4",#ab866d,#934e3e,#657b6b,#553b36,#d1c2b4,,,,,,
Middle Tang Dynasty,360,83,3-嫁娶,故事画 Story painting,Life,,86,"../public/3zt/83 3-嫁娶.jpeg',","#b6ae99,#947d69,#71493f,#627a67,#dbd8ca",#b6ae99,#947d69,#71493f,#627a67,#dbd8ca,,,,,,
Middle Tang Dynasty,360,84,4-释迦曼茶罗,,Buddhism,,,"../public/3zt/84 4-释迦曼茶罗.jpeg',","#9f9284,#54715a,#5d4d4c,#a27258,#d8cdba",#9f9284,#54715a,#5d4d4c,#a27258,#d8cdba,,,,,,
Middle Tang Dynasty,360,85,5-天请问经变,经变画 Buddhist Sutra Art,Buddhism,,100,"../public/3zt/85 5-天请问经变.jpeg',","#cec1b3,#4b3432,#6f897b,#9a7a67,#626a7e",#cec1b3,#4b3432,#6f897b,#9a7a67,#626a7e,,,,,,
Middle Tang Dynasty,361,86,1-金刚经变之说法堂,经变画 Buddhist Sutra Art,Buddhism,,101,"../public/3zt/86 1-金刚经变之说法堂.jpeg',","#d3c3b2,#6f483f,#7c8a72,#b37a60,#3f3638",#d3c3b2,#6f483f,#7c8a72,#b37a60,#3f3638,,,,,,
Middle Tang Dynasty,361,87,2-弥勒经变,经变画 Buddhist Sutra Art,Buddhism,,102,"../public/3zt/87 2-弥勒经变.jpeg',","#ccbcae,#8b6f60,#748576,#563532,#a96551",#ccbcae,#8b6f60,#748576,#563532,#a96551,,,,,,
Middle Tang Dynasty,361,88,3-千手千钵文殊,佛像画Buddhist painting,Buddhism,,95,"../public/3zt/88 3-千手千钵文殊.jpeg',","#777d5f,#483c37,#ba9b81,#9f6b51,#deccbc",#777d5f,#483c37,#ba9b81,#9f6b51,#deccbc,,,,,,
Middle Tang Dynasty,468,89,1-文殊变之帝释天,经变画 Buddhist Sutra Art,Buddhism,,103,"../public/3zt/89 1-文殊变之帝释天.jpeg',","#d1c8c0,#6c5755,#9c8b81,#322529,#6f8d83",#d1c8c0,#6c5755,#9c8b81,#322529,#6f8d83,,,,,,
Middle Tang Dynasty,468,90,2-女供养人,供养人面画 Portrait of Donors,Life,Buddhism ,6,"../public/3zt/90 2-女供养人.jpeg',","#e2d3bd,#422f2c,#b38f72,#7f967d,#8b5039",#e2d3bd,#422f2c,#b38f72,#7f967d,#8b5039,,,,,,
Middle Tang Dynasty,468,91,3-观音普门品,经变画 Buddhist Sutra Art,Life,Buddhism ,104,"../public/3zt/91 3-观音普门品.jpeg',","#cdbda9,#1e1716,#8b9c90,#9b5948,#5c4744",#cdbda9,#1e1716,#8b9c90,#9b5948,#5c4744,,,,,,
Middle Tang Dynasty,榆林15窟,92,1-南方天王,,Buddhism,,,"../public/3zt/92 1-南方天王.jpeg',","#dbd1c7,#855746,#9e8f79,#bf8165,#5a544a",#dbd1c7,#855746,#9e8f79,#bf8165,#5a544a,,,,,,
Middle Tang Dynasty,榆林15窟,93,2-北方天王,,Buddhism,,,"../public/3zt/93 2-北方天王.jpeg',","#bda590,#836c5a,#3f3332,#e1d3c6,#854e3e",#bda590,#836c5a,#3f3332,#e1d3c6,#854e3e,,,,,,
Middle Tang Dynasty,榆林15窟,94,3-天王,,Buddhism,,,"../public/3zt/94 3-天王.jpeg',","#a27d5d,#dcccba,#7e5a3f,#c6a684,#4c3c30",#a27d5d,#dcccba,#7e5a3f,#c6a684,#4c3c30,,,,,,
Middle Tang Dynasty,榆林15窟,95,4-力士,,Buddhism,,,"../public/3zt/95 4-力士.jpeg',","#eddfcf,#895c4c,#cbab91,#9f4b3c,#4f3532",#eddfcf,#895c4c,#cbab91,#9f4b3c,#4f3532,,,,,,
Middle Tang Dynasty,榆林15窟,96,5-飞天,,Buddhism,,,"../public/3zt/96 5-飞天.jpeg',","#cecbca,#332123,#b9a78d,#686756,#956850",#cecbca,#332123,#b9a78d,#686756,#956850,,,,,,
Middle Tang Dynasty,榆林15窟,97,6-毗沙门天王,,Buddhism,,,"../public/3zt/97 6-毗沙门天王.jpeg',","#b49879,#251d22,#926a50,#d7c1a4,#5a433c",#b49879,#251d22,#926a50,#d7c1a4,#5a433c,,,,,,
Middle Tang Dynasty,榆林25窟,98,1-南方天王,,Buddhism,,,"../public/3zt/98 1-南方天王.jpeg',","#bfa382,#3a2823,#dfccb2,#8c6950,#798268",#bfa382,#3a2823,#dfccb2,#8c6950,#798268,,,,,,
Middle Tang Dynasty,榆林25窟,99,2-夜叉,,Buddhism,,,"../public/3zt/99 2-夜叉.jpeg',","#e5dfca,#99785e,#2f2421,#c4b094,#764f3b",#e5dfca,#99785e,#2f2421,#c4b094,#764f3b,,,,,,
Middle Tang Dynasty,榆林25窟,100,3-文殊变,经变画 Buddhist Sutra Art,Buddhism,,105,"../public/3zt/100 3-文殊变.jpeg',","#dac9b7,#765952,#989486,#aa7c67,#4b3737",#dac9b7,#765952,#989486,#aa7c67,#4b3737,,,,,,
Middle Tang Dynasty,榆林25窟,101,4-普贤变,经变画 Buddhist Sutra Art,Buddhism,,106,"../public/3zt/101 4-普贤变.jpeg',","#a79c8f,#755b52,#3d2b2c,#a97e67,#d7c9ba",#a79c8f,#755b52,#3d2b2c,#a97e67,#d7c9ba,,,,,,
Middle Tang Dynasty,榆林25窟,102,5-观音 大势至菩萨,佛像画Buddhist painting,Buddhism,,96,"../public/3zt/102 5-观音 大势至菩萨.jpeg',","#b49587,#7f4e44,#dccac2,#472d2c,#6c6b62",#b49587,#7f4e44,#dccac2,#472d2c,#6c6b62,,,,,,
Middle Tang Dynasty,榆林25窟,103,6-弥勒经变之一种七收,故事画 Story painting,Buddhism,Life,87,"../public/3zt/103 6-弥勒经变之一种七收.jpeg',","#758b82,#8c7469,#c7b5a3,#8d4c45,#483837",#758b82,#8c7469,#c7b5a3,#8d4c45,#483837,,,,,,
Middle Tang Dynasty,榆林25窟,104,7-弥勒经变,经变画 Buddhist Sutra Art,Buddhism,,107,"../public/3zt/104 7-弥勒经变.jpeg',","#b0907b,#604640,#d5c5b5,#788777,#905749",#b0907b,#604640,#d5c5b5,#788777,#905749,,,,,,
Middle Tang Dynasty,榆林25窟,105,8-女剃度,故事画 Story painting,Life,Buddhism ,88,"../public/3zt/105 8-女剃度.jpeg',","#e1cebf,#9b6f60,#443030,#939183,#83423c",#e1cebf,#9b6f60,#443030,#939183,#83423c,,,,,,
Middle Tang Dynasty,榆林25窟,106,9-墓园,故事画 Story painting,Life,,89,"../public/3zt/106 9-墓园.jpeg',","#6a3a32,#a68f7b,#6e7b6e,#3b2b2c,#d2c6b8",#6a3a32,#a68f7b,#6e7b6e,#3b2b2c,#d2c6b8,,,,,,
Middle Tang Dynasty,榆林25窟,107,10-三会说法,佛像画Buddhist painting,Buddhism,,97,"../public/3zt/107 10-三会说法.jpeg',","#967563,#c5b5a6,#513734,#975445,#767e75",#967563,#c5b5a6,#513734,#975445,#767e75,,,,,,
Middle Tang Dynasty,榆林25窟,108,11-菩萨,佛像画Buddhist painting,Buddhism,,98,"../public/3zt/108 11-菩萨.jpeg',","#b6a291,#7e6256,#6c7e6f,#d9cdc5,#382a28",#b6a291,#7e6256,#6c7e6f,#d9cdc5,#382a28,,,,,,
Middle Tang Dynasty,榆林25窟,109,12-菩萨,佛像画Buddhist painting,Buddhism,,99,"../public/3zt/109 12-菩萨.jpeg',","#dbcdc4,#935350,#382323,#898578,#aa4739",#dbcdc4,#935350,#382323,#898578,#aa4739,,,,,,
Middle Tang Dynasty,榆林25窟,110,13-观无量寿经变菩萨,经变画 Buddhist Sutra Art,Buddhism,,108,"../public/3zt/110 13-观无量寿经变菩萨.jpeg',","#cabcae,#362223,#7c8880,#8a5d51,#454143",#cabcae,#362223,#7c8880,#8a5d51,#454143,,,,,,
Middle Tang Dynasty,榆林25窟,111,14-共命鸟,故事画 Story painting,Buddhism,,90,"../public/3zt/111 14-共命鸟.jpeg',","#22222c,#879991,#512a2e,#cdc0af,#8e6052",#22222c,#879991,#512a2e,#cdc0af,#8e6052,,,,,,
Middle Tang Dynasty,榆林25窟,112,15-伎乐,,Dance,Music,,"../public/3zt/112 15-伎乐.jpeg',","#522d2e,#c7bfb7,#7a8578,#90594e,#444040",#522d2e,#c7bfb7,#7a8578,#90594e,#444040,,,,,,
Middle Tang Dynasty,358,113,1-不空绢索观音-358,佛像画Buddhist painting,Buddhism,,100,"../public/3zt/113 不空绢索观音-358.jpeg',","#b3977f,#ddd1c6,#4a3632,#8e5742,#738472",#b3977f,#ddd1c6,#4a3632,#8e5742,#738472,,,,,,
Middle Tang Dynasty,384,114,1-观音-384,佛像画Buddhist painting,Buddhism,,101,"../public/3zt/114 观音-384.jpeg',","#b5a196,#50393a,#748680,#8b564e,#e5dbd3",#b5a196,#50393a,#748680,#8b564e,#e5dbd3,,,,,,
Middle Tang Dynasty,369,115,1-金刚经变-369,经变画 Buddhist Sutra Art,Buddhism,,109,"../public/3zt/115 金刚经变-369.jpeg',","#c6b295,#757b65,#50332c,#bf8b62,#e0d6c2",#c6b295,#757b65,#50332c,#bf8b62,#e0d6c2,,,,,,
Middle Tang Dynasty,197,116,1-书上千佛-197,佛像画Buddhist painting,Buddhism,,102,"../public/3zt/116 书上千佛-197.jpeg',","#d2b5a6,#757460,#a87868,#eddad2,#8a4034",#d2b5a6,#757460,#a87868,#eddad2,#8a4034,,,,,,
Middle Tang Dynasty,231,117,1-隐处士父母供养像-231,供养人面画 Portrait of Donors,Life,Buddhism ,7,"../public/3zt/117 隐处士父母供养像-231.jpeg',","#bd9887,#a4574b,#4d3b3f,#d6baaf,#82898d",#bd9887,#a4574b,#4d3b3f,#d6baaf,#82898d,,,,,,
Late Tang Dynasty,340,1,1佛教圣迹图-340,故事画 Story painting,Buddhism,,91,"../public/4wt/1 佛教圣迹图.jpeg',","#8e8074,#342224,#baa69c,#7d4e38,#57615d",#8e8074,#342224,#baa69c,#7d4e38,#57615d,,,,,,
Late Tang Dynasty,474,2,1送物入墓园-474,故事画 Story painting,Life,,92,"../public/4wt/2 送物入墓园.jpeg',","#c0988d,#4f1d1d,#706e6d,#91675a,#2b1b1d",#c0988d,#4f1d1d,#706e6d,#91675a,#2b1b1d,,,,,,
Late Tang Dynasty,54,3,1天王与菩萨-54窟,佛像画Buddhist painting,Buddhism,,103,"../public/4wt/3 天王与菩萨.jpeg',","#a77863,#7b544a,#cf9e84,#472b2b,#74312a",#a77863,#7b544a,#cf9e84,#472b2b,#74312a,,,,,,
Late Tang Dynasty,9,4,1华感经变,经变画 Buddhist Sutra Art,Buddhism,,110,"../public/4wt/4 华感经变.jpeg',","#79666c,#23191f,#a88b8f,#5e3837,#4b4d59",#79666c,#23191f,#a88b8f,#5e3837,#4b4d59,,,,,,
Late Tang Dynasty,9,5,2劳度差门圣变,故事画 Story painting,Buddhism,Politics/History,93,"../public/4wt/5 劳度差门圣变.jpeg',","#957a75,#656267,#392729,#b19691,#7a554b",#957a75,#656267,#392729,#b19691,#7a554b,,,,,,
Late Tang Dynasty,9,6,3衹陀园,故事画 Story painting,Life,Buddhism ,94,"../public/4wt/6 衹陀园.jpeg',","#9d7e7b,#62666f,#bea8aa,#71423b,#3b2e34",#9d7e7b,#62666f,#bea8aa,#71423b,#3b2e34,,,,,,
Late Tang Dynasty,9,7,4王舍城,故事画 Story painting,Life,Buddhism ,95,"../public/4wt/7 王舍城.jpeg',","#937976,#5d4e4c,#935e47,#c0a19b,#2e2529",#937976,#5d4e4c,#935e47,#c0a19b,#2e2529,,,,,,
Late Tang Dynasty,9,8,5担舆,故事画 Story painting,Life,,96,"../public/4wt/8 担舆.jpeg',","#ac8a85,#231a1e,#6b3527,#8b695f,#544342",#ac8a85,#231a1e,#6b3527,#8b695f,#544342,,,,,,
Late Tang Dynasty,9,9,6劳度差,故事画 Story painting,Buddhism,,97,"../public/4wt/9 劳度差.jpeg',","#d2b7ad,#535a69,#2a283b,#938081,#825448",#d2b7ad,#535a69,#2a283b,#938081,#825448,,,,,,
Late Tang Dynasty,9,10,7龙鸟搏门,故事画 Story painting,Buddhism,,98,"../public/4wt/10 龙鸟搏门.jpeg',","#445068,#a97a78,#1e171c,#975c4d,#6e7284",#445068,#a97a78,#1e171c,#975c4d,#6e7284,,,,,,
Late Tang Dynasty,9,11,8乘龙仙人,,Buddhism,,,"../public/4wt/11 乘龙仙人.jpeg',","#9e7e82,#1c151c,#c7a2a2,#774a41,#625b66",#9e7e82,#1c151c,#c7a2a2,#774a41,#625b66,,,,,,
Late Tang Dynasty,9,12,9天人,,Buddhism,,,"../public/4wt/12 天人.jpeg',","#b89387,#2c2331,#767d7c,#d4bbb2,#7a5047",#b89387,#2c2331,#767d7c,#d4bbb2,#7a5047,,,,,,
Late Tang Dynasty,9,13,10暴风中的外道,,Life,,,"../public/4wt/13 暴风中的外道.jpeg',","#8d7e7a,#1e1a26,#753f32,#b89690,#68656b",#8d7e7a,#1e1a26,#753f32,#b89690,#68656b,,,,,,
Late Tang Dynasty,9,14,11鸣金钟,佛像画Buddhist painting,Buddhism,,104,"../public/4wt/14 鸣金钟.jpeg',","#b09c99,#1c1921,#7e858b,#603229,#5f5a60",#b09c99,#1c1921,#7e858b,#603229,#5f5a60,,,,,,
Late Tang Dynasty,9,15,12维摩诘经变,经变画 Buddhist Sutra Art,Buddhism,,111,"../public/4wt/15 维摩诘经变.jpeg',","#b18e80,#3d333a,#e5c4b0,#756565,#854938",#b18e80,#3d333a,#e5c4b0,#756565,#854938,,,,,,
Late Tang Dynasty,9,16,13维摩诘,佛像画Buddhist painting,Buddhism,,105,"../public/4wt/16 维摩诘.jpeg',","#c8aba7,#27242b,#592f2e,#706c74,#844a3f",#c8aba7,#27242b,#592f2e,#706c74,#844a3f,,,,,,
Late Tang Dynasty,9,17,14妙喜世界,故事画 Story painting,Buddhism,,99,"../public/4wt/17 14妙喜世界.jpeg',","#dbc3b8,#251d23,#9b9895,#5d686e,#6c4339",#dbc3b8,#251d23,#9b9895,#5d686e,#6c4339,,,,,,
Late Tang Dynasty,9,18,15维摩诘与富楼那,故事画 Story painting,Buddhism,,100,"../public/4wt/18 维摩诘与富楼那.jpeg',","#ccb2ab,#777a7c,#4b1a1b,#3b4345,#95614d",#ccb2ab,#777a7c,#4b1a1b,#3b4345,#95614d,,,,,,
Late Tang Dynasty,9,19,16阿难乞乳,故事画 Story painting,Life,Buddhism ,101,"../public/4wt/19 16阿难乞乳.jpeg',","#dabbb3,#75493a,#5d645f,#a5857b,#361f24",#dabbb3,#75493a,#5d645f,#a5857b,#361f24,,,,,,
Late Tang Dynasty,9,20,17各族王子,故事画 Story painting,Politics/History,Life,102,"../public/4wt/20 17各族王子.jpeg',","#9d827a,#522623,#5c6663,#282126,#c8aca4",#9d827a,#522623,#5c6663,#282126,#c8aca4,,,,,,
Late Tang Dynasty,9,21,18文殊变,经变画 Buddhist Sutra Art,Buddhism,,112,"../public/4wt/21 18文殊变.jpeg',","#9e9b95,#383138,#d1c2b7,#766a6a,#845645",#9e9b95,#383138,#d1c2b7,#766a6a,#845645,,,,,,
Late Tang Dynasty,9,22,19普贤变,经变画 Buddhist Sutra Art,Buddhism,,113,"../public/4wt/22 19普贤变.jpeg',","#ada7a0,#342e37,#d3d1ca,#754d43,#7b7777",#ada7a0,#342e37,#d3d1ca,#754d43,#7b7777,,,,,,
Late Tang Dynasty,9,23,20释梵诸天,佛像画Buddhist painting,Buddhism,,106,"../public/4wt/23 20释梵诸天.jpeg',","#a58a89,#2a1f26,#736569,#673734,#ccaeac",#a58a89,#2a1f26,#736569,#673734,#ccaeac,,,,,,
Late Tang Dynasty,9,24,21毗沙门天王,,Buddhism,,,"../public/4wt/24 21毗沙门天王.jpeg',","#a88581,#261d23,#726669,#ccaeac,#5e3935",#a88581,#261d23,#726669,#ccaeac,#5e3935,,,,,,
Late Tang Dynasty,9,25,22女供养人行列,供养人面画 Portrait of Donors,Life,Buddhism ,8,"../public/4wt/25 22女供养人行列.jpeg',","#a98884,#2e282c,#c9acab,#5c3128,#795f5a",#a98884,#2e282c,#c9acab,#5c3128,#795f5a,,,,,,
Late Tang Dynasty,9,26,23瑞像,,Buddhism,,,"../public/4wt/26 23瑞像.jpeg',","#b89ba0,#171218,#682d2a,#827d89,#504360",#b89ba0,#171218,#682d2a,#827d89,#504360,,,,,,
Late Tang Dynasty,9,27,24佛教圣迹图,故事画 Story painting,Buddhism,,103,"../public/4wt/27 24佛教圣迹图.jpeg',","#e7c4bd,#a49c9f,#3f2b32,#ba7255,#6f6774",#e7c4bd,#a49c9f,#3f2b32,#ba7255,#6f6774,,,,,,
Late Tang Dynasty,12,28,1战争图,故事画 Story painting,War,,104,"../public/4wt/28 1战争图.jpeg',","#987a75,#2b1f25,#9e9fa3,#7c4532,#552b28",#987a75,#2b1f25,#9e9fa3,#7c4532,#552b28,,,,,,
Late Tang Dynasty,12,29,2火灾,故事画 Story painting,Life,,105,"../public/4wt/29 2火灾.jpeg',","#876967,#281d24,#7f7f89,#642e2a,#5a5e68",#876967,#281d24,#7f7f89,#642e2a,#5a5e68,,,,,,
Late Tang Dynasty,12,30,3嫁娶图,故事画 Story painting,Life,,106,"../public/4wt/30 3嫁娶图.jpeg',","#8d5e4c,#4d2325,#7e7b7d,#2e1d24,#793a2a",#8d5e4c,#4d2325,#7e7b7d,#2e1d24,#793a2a,,,,,,
Late Tang Dynasty,12,31,4东方药师经变,经变画 Buddhist Sutra Art,Buddhism,,114,"../public/4wt/31 4东方药师经变.jpeg',","#775552,#582e2e,#666770,#a07e7b,#362b31",#775552,#582e2e,#666770,#a07e7b,#362b31,,,,,,
Late Tang Dynasty,12,32,5佛与众菩萨,佛像画Buddhist painting,Buddhism,,107,"../public/4wt/32 5佛与众菩萨.jpeg',","#8e8d94,#2a1c22,#65302d,#a6776d,#635f68",#8e8d94,#2a1c22,#65302d,#a6776d,#635f68,,,,,,
Late Tang Dynasty,12,33,6供养人像,供养人面画 Portrait of Donors,Life,Buddhism ,9,"../public/4wt/33 6供养人像.jpeg',","#b0816f,#783425,#d4bdb0,#462828,#87797f",#b0816f,#783425,#d4bdb0,#462828,#87797f,,,,,,
Late Tang Dynasty,12,34,7观音救诸苦难,故事画 Story painting,Buddhism,,107,"../public/4wt/34 7观音救诸苦难.jpeg',","#907372,#5b2521,#a6999b,#803d2e,#514149",#907372,#5b2521,#a6999b,#803d2e,#514149,,,,,,
Late Tang Dynasty,12,35,8胡人像,,Life,Politics/History,,"../public/4wt/35 8胡人像.jpeg',","#a47871,#1d1317,#b7918e,#5d1e1c,#855a53",#a47871,#1d1317,#b7918e,#5d1e1c,#855a53,,,,,,
Late Tang Dynasty,12,36,9华敢经变,经变画 Buddhist Sutra Art,Buddhism,,115,"../public/4wt/36 9华敢经变.jpeg',","#937273,#77423d,#6b818f,#433037,#c0a3a4",#937273,#77423d,#6b818f,#433037,#c0a3a4,,,,,,
Late Tang Dynasty,12,37,10佛,佛像画Buddhist painting,Buddhism,,108,"../public/4wt/37 10佛.jpeg',","#521d1e,#7e6760,#251c23,#72463c,#676a71",#521d1e,#7e6760,#251c23,#72463c,#676a71,,,,,,
Late Tang Dynasty,12,38,11迦灵频伽鸟,故事画 Story painting,Buddhism,,108,"../public/4wt/38 11迦灵频伽鸟.jpeg',","#603938,#84858c,#9a7370,#312027,#72302d",#603938,#84858c,#9a7370,#312027,#72302d,,,,,,
Late Tang Dynasty,12,39,12未生怨,经变画 Buddhist Sutra Art,Buddhism,,116,"../public/4wt/39 12未生怨.jpeg',","#937270,#72281a,#777987,#4b2c30,#845446",#937270,#72281a,#777987,#4b2c30,#845446,,,,,,
Late Tang Dynasty,12,40,13女供养人行列,供养人面画 Portrait of Donors,Life,Buddhism ,10,"../public/4wt/40 13女供养人行列.jpeg',","#5a3b3c,#c29b8f,#271a20,#858887,#916961",#5a3b3c,#c29b8f,#271a20,#858887,#916961,,,,,,
Late Tang Dynasty,12,41,14千佛,佛像画Buddhist painting,Buddhism,,109,"../public/4wt/41 14千佛.jpeg',","#8c6866,#4b3031,#b4948f,#6a271f,#65706d",#8c6866,#4b3031,#b4948f,#6a271f,#65706d,,,,,,
Late Tang Dynasty,12,42,15四天王像,,Buddhism,,,"../public/4wt/42 15四天王像.jpeg',","#b0887f,#341e22,#6f7e7b,#834935,#74626b",#b0887f,#341e22,#6f7e7b,#834935,#74626b,,,,,,
Late Tang Dynasty,12,43,16天神请问图,故事画 Story painting,Buddhism,,109,"../public/4wt/43 16天神请问图.jpeg',","#959394,#1c141a,#c4a09a,#603635,#985746",#959394,#1c141a,#c4a09a,#603635,#985746,,,,,,
Late Tang Dynasty,12,44,17文殊问疾,故事画 Story painting,Buddhism,,110,"../public/4wt/44 17文殊问疾.jpeg',","#907d7f,#4a2529,#2a1e26,#e5dee0,#7b4b42",#907d7f,#4a2529,#2a1e26,#e5dee0,#7b4b42,,,,,,
Late Tang Dynasty,12,45,18无量寿佛说法图,经变画 Buddhist Sutra Art,Buddhism,,117,"../public/4wt/45 18无量寿佛说法图.jpeg',","#8f5953,#441e23,#7b2320,#716268,#b5807b",#8f5953,#441e23,#7b2320,#716268,#b5807b,,,,,,
Late Tang Dynasty,12,46,19夜叉鬼,故事画 Story painting,Buddhism,,111,"../public/4wt/46 19夜叉鬼.jpeg',","#4d5d5e,#4f3536,#55516e,#66261d,#8a6f72",#4d5d5e,#4f3536,#55516e,#66261d,#8a6f72,,,,,,
Late Tang Dynasty,12,47,20雨中耕作,故事画 Story painting,Life,,112,"../public/4wt/47 20雨中耕作.jpeg',","#ae796d,#25161b,#712e29,#a79392,#74676b",#ae796d,#25161b,#712e29,#a79392,#74676b,,,,,,
